timestamp_iso,crisis_pressure,crisis_band,escalation_forecast,forecast_band
2026-07-20T07:31:06.065Z,91,extreme,59,elevated
2026-07-20T07:36:07.470Z,91,extreme,59,elevated
2026-07-20T07:41:11.503Z,91,extreme,59,elevated
2026-07-20T07:46:13.261Z,91,extreme,59,elevated
2026-07-20T07:51:10.674Z,91,extreme,59,elevated
2026-07-20T07:56:08.268Z,91,extreme,59,elevated
2026-07-20T08:01:04.125Z,91,extreme,59,elevated
2026-07-20T08:06:12.630Z,91,extreme,59,elevated
2026-07-20T08:11:12.373Z,91,extreme,59,elevated
2026-07-20T08:16:09.063Z,91,extreme,59,elevated
2026-07-20T08:21:08.977Z,91,extreme,59,elevated
2026-07-20T08:26:11.729Z,91,extreme,59,elevated
2026-07-20T08:31:06.770Z,91,extreme,59,elevated
2026-07-20T08:36:10.282Z,91,extreme,59,elevated
2026-07-20T08:41:12.879Z,91,extreme,59,elevated
2026-07-20T08:46:04.066Z,91,extreme,59,elevated
2026-07-20T08:51:06.578Z,91,extreme,59,elevated
2026-07-20T08:56:13.300Z,91,extreme,59,elevated
2026-07-20T09:01:03.730Z,91,extreme,59,elevated
2026-07-20T09:06:03.770Z,91,extreme,59,elevated
2026-07-20T09:11:05.433Z,91,extreme,59,elevated
2026-07-20T09:16:05.955Z,91,extreme,59,elevated
2026-07-20T09:21:04.305Z,91,extreme,59,elevated
2026-07-20T09:26:10.426Z,91,extreme,59,elevated
2026-07-20T09:31:09.077Z,91,extreme,59,elevated
2026-07-20T09:36:06.223Z,91,extreme,59,elevated
2026-07-20T09:41:10.343Z,91,extreme,59,elevated
2026-07-20T09:46:04.450Z,91,extreme,59,elevated
2026-07-20T09:51:15.210Z,91,extreme,59,elevated
2026-07-20T09:56:07.613Z,91,extreme,59,elevated
2026-07-20T10:01:03.933Z,91,extreme,59,elevated
2026-07-20T10:06:12.640Z,91,extreme,59,elevated
2026-07-20T10:11:06.018Z,91,extreme,59,elevated
2026-07-20T10:16:04.804Z,91,extreme,59,elevated
2026-07-20T10:21:04.983Z,91,extreme,59,elevated
2026-07-20T10:26:14.763Z,91,extreme,59,elevated
2026-07-20T10:31:07.547Z,91,extreme,59,elevated
2026-07-20T10:36:06.768Z,91,extreme,59,elevated
2026-07-20T10:41:07.770Z,91,extreme,59,elevated
2026-07-20T10:46:13.075Z,91,extreme,59,elevated
2026-07-20T10:51:11.266Z,91,extreme,59,elevated
2026-07-20T10:56:07.341Z,91,extreme,59,elevated
2026-07-20T11:01:03.664Z,91,extreme,59,elevated
2026-07-20T11:06:06.510Z,91,extreme,59,elevated
2026-07-20T11:11:04.194Z,91,extreme,59,elevated
2026-07-20T11:16:05.356Z,91,extreme,59,elevated
2026-07-20T11:21:08.833Z,91,extreme,59,elevated
2026-07-20T11:26:10.329Z,91,extreme,59,elevated
2026-07-20T11:31:04.833Z,91,extreme,59,elevated
2026-07-20T11:36:04.467Z,91,extreme,59,elevated
2026-07-20T11:41:16.273Z,91,extreme,59,elevated
2026-07-20T11:46:12.935Z,91,extreme,59,elevated
2026-07-20T11:51:05.126Z,91,extreme,59,elevated
2026-07-20T11:56:13.931Z,91,extreme,59,elevated
2026-07-20T12:01:08.045Z,91,extreme,59,elevated
2026-07-20T12:06:12.332Z,91,extreme,59,elevated
2026-07-20T12:11:09.558Z,91,extreme,59,elevated
2026-07-20T12:16:15.822Z,91,extreme,59,elevated
2026-07-20T12:21:14.386Z,91,extreme,59,elevated
2026-07-20T12:26:05.351Z,91,extreme,59,elevated
2026-07-20T12:31:03.829Z,91,extreme,59,elevated
2026-07-20T12:36:10.147Z,91,extreme,59,elevated
2026-07-20T12:41:06.787Z,91,extreme,59,elevated
2026-07-20T12:46:04.809Z,91,extreme,59,elevated
2026-07-20T12:51:06.754Z,91,extreme,59,elevated
2026-07-20T12:56:08.022Z,91,extreme,59,elevated
2026-07-20T13:01:03.615Z,91,extreme,59,elevated
2026-07-20T13:06:12.885Z,91,extreme,59,elevated
2026-07-20T13:11:06.491Z,91,extreme,59,elevated
2026-07-20T13:16:04.472Z,91,extreme,59,elevated
2026-07-20T13:21:05.133Z,91,extreme,59,elevated
2026-07-20T13:26:11.276Z,91,extreme,59,elevated
2026-07-20T13:31:07.018Z,91,extreme,59,elevated
2026-07-20T13:36:08.613Z,91,extreme,59,elevated
2026-07-20T13:41:03.779Z,91,extreme,59,elevated
2026-07-20T13:46:09.496Z,91,extreme,59,elevated
2026-07-20T13:51:13.511Z,91,extreme,59,elevated
2026-07-20T13:56:10.648Z,91,extreme,59,elevated
2026-07-20T14:01:04.265Z,91,extreme,59,elevated
2026-07-20T14:06:14.450Z,91,extreme,59,elevated
2026-07-20T14:11:05.154Z,91,extreme,59,elevated
2026-07-20T14:16:12.172Z,91,extreme,59,elevated
2026-07-20T14:21:08.170Z,91,extreme,59,elevated
2026-07-20T14:26:04.310Z,91,extreme,59,elevated
2026-07-20T14:31:04.895Z,91,extreme,59,elevated
2026-07-20T14:36:07.441Z,91,extreme,59,elevated
2026-07-20T14:41:05.308Z,91,extreme,59,elevated
2026-07-20T14:46:12.850Z,91,extreme,59,elevated
2026-07-20T14:51:10.566Z,91,extreme,59,elevated
2026-07-20T14:56:08.393Z,91,extreme,59,elevated
2026-07-20T15:01:04.309Z,91,extreme,59,elevated
2026-07-20T15:06:07.708Z,91,extreme,59,elevated
2026-07-20T15:11:15.950Z,91,extreme,59,elevated
2026-07-20T15:16:10.042Z,91,extreme,59,elevated
2026-07-20T15:21:05.670Z,91,extreme,59,elevated
2026-07-20T15:26:04.898Z,91,extreme,59,elevated
2026-07-20T15:31:11.450Z,91,extreme,59,elevated
2026-07-20T15:36:12.551Z,91,extreme,59,elevated
2026-07-20T15:41:07.461Z,91,extreme,59,elevated
2026-07-20T15:46:08.246Z,91,extreme,59,elevated
2026-07-20T15:51:10.350Z,91,extreme,59,elevated
2026-07-20T15:56:15.445Z,91,extreme,59,elevated
2026-07-20T16:01:04.428Z,91,extreme,59,elevated
2026-07-20T16:06:09.165Z,91,extreme,59,elevated
2026-07-20T16:11:03.981Z,91,extreme,59,elevated
2026-07-20T16:16:04.836Z,91,extreme,59,elevated
2026-07-20T16:21:11.719Z,91,extreme,59,elevated
2026-07-20T16:26:16.672Z,91,extreme,59,elevated
2026-07-20T16:31:03.950Z,91,extreme,59,elevated
2026-07-20T16:36:06.431Z,91,extreme,59,elevated
2026-07-20T16:41:04.373Z,91,extreme,59,elevated
2026-07-20T16:46:04.297Z,91,extreme,59,elevated
2026-07-20T16:51:03.312Z,91,extreme,59,elevated
2026-07-20T16:56:04.515Z,91,extreme,59,elevated
2026-07-20T17:01:04.350Z,91,extreme,59,elevated
2026-07-20T17:06:03.513Z,91,extreme,59,elevated
2026-07-20T17:11:03.667Z,91,extreme,59,elevated
2026-07-20T17:16:03.455Z,91,extreme,59,elevated
2026-07-20T17:21:04.105Z,91,extreme,59,elevated
2026-07-20T17:26:04.276Z,91,extreme,59,elevated
2026-07-20T17:31:04.050Z,91,extreme,59,elevated
2026-07-20T17:36:03.465Z,91,extreme,59,elevated
2026-07-20T17:41:03.708Z,91,extreme,59,elevated
2026-07-20T17:46:03.675Z,91,extreme,59,elevated
2026-07-20T17:51:03.571Z,91,extreme,59,elevated
2026-07-20T17:56:03.653Z,91,extreme,59,elevated
2026-07-20T18:01:24.306Z,91,extreme,59,elevated
2026-07-20T18:06:08.449Z,91,extreme,59,elevated
2026-07-20T18:11:05.492Z,91,extreme,59,elevated
2026-07-20T18:16:06.897Z,91,extreme,59,elevated
2026-07-20T18:21:06.597Z,91,extreme,59,elevated
2026-07-20T18:26:04.886Z,91,extreme,59,elevated
2026-07-20T18:31:03.705Z,91,extreme,59,elevated
2026-07-20T18:36:09.976Z,91,extreme,59,elevated
2026-07-20T18:41:11.657Z,91,extreme,59,elevated
2026-07-20T18:46:11.035Z,91,extreme,59,elevated
2026-07-20T18:51:04.647Z,91,extreme,59,elevated
2026-07-20T18:56:07.973Z,91,extreme,59,elevated
2026-07-20T19:01:06.631Z,91,extreme,59,elevated
2026-07-20T19:06:13.692Z,91,extreme,59,elevated
2026-07-20T19:11:04.246Z,91,extreme,59,elevated
2026-07-20T19:16:07.352Z,91,extreme,59,elevated
2026-07-20T19:21:18.172Z,91,extreme,59,elevated
2026-07-20T19:26:09.241Z,91,extreme,59,elevated
2026-07-20T19:31:04.020Z,91,extreme,59,elevated
2026-07-20T19:36:09.305Z,91,extreme,59,elevated
2026-07-20T19:41:13.626Z,91,extreme,59,elevated
2026-07-20T19:46:06.976Z,91,extreme,59,elevated
2026-07-20T19:51:11.452Z,91,extreme,59,elevated
2026-07-20T19:56:10.539Z,91,extreme,59,elevated
2026-07-20T20:01:03.165Z,91,extreme,59,elevated
2026-07-20T20:06:06.230Z,91,extreme,59,elevated
2026-07-20T20:11:05.424Z,91,extreme,59,elevated
2026-07-20T20:16:06.378Z,91,extreme,59,elevated
2026-07-20T20:21:03.821Z,91,extreme,59,elevated
2026-07-20T20:26:06.942Z,91,extreme,59,elevated
2026-07-20T20:31:03.878Z,91,extreme,59,elevated
2026-07-20T20:36:07.866Z,91,extreme,59,elevated
2026-07-20T20:41:04.108Z,91,extreme,59,elevated
2026-07-20T20:46:03.449Z,91,extreme,59,elevated
2026-07-20T20:51:03.922Z,91,extreme,59,elevated
2026-07-20T20:56:03.853Z,91,extreme,59,elevated
2026-07-20T21:01:05.799Z,91,extreme,59,elevated
2026-07-20T21:06:11.741Z,91,extreme,59,elevated
2026-07-20T21:11:04.588Z,91,extreme,59,elevated
2026-07-20T21:16:04.067Z,91,extreme,59,elevated
2026-07-20T21:21:06.364Z,91,extreme,59,elevated
2026-07-20T21:26:13.236Z,91,extreme,59,elevated
2026-07-20T21:31:05.303Z,91,extreme,59,elevated
2026-07-20T21:36:11.255Z,91,extreme,59,elevated
2026-07-20T21:41:10.115Z,91,extreme,59,elevated
2026-07-20T21:46:05.485Z,91,extreme,59,elevated
2026-07-20T21:51:04.811Z,91,extreme,59,elevated
2026-07-20T21:56:04.225Z,91,extreme,59,elevated
2026-07-20T22:01:09.791Z,91,extreme,59,elevated
2026-07-20T22:06:07.044Z,91,extreme,59,elevated
2026-07-20T22:11:08.298Z,91,extreme,59,elevated
2026-07-20T22:16:06.932Z,91,extreme,59,elevated
2026-07-20T22:21:09.671Z,91,extreme,59,elevated
2026-07-20T22:26:09.948Z,91,extreme,59,elevated
2026-07-20T22:31:09.597Z,91,extreme,59,elevated
2026-07-20T22:36:10.112Z,91,extreme,59,elevated
2026-07-20T22:41:08.436Z,91,extreme,59,elevated
2026-07-20T22:46:05.828Z,91,extreme,59,elevated
2026-07-20T22:51:04.223Z,91,extreme,59,elevated
2026-07-20T22:56:06.141Z,91,extreme,59,elevated
2026-07-20T23:01:03.187Z,91,extreme,59,elevated
2026-07-20T23:06:10.560Z,91,extreme,59,elevated
2026-07-20T23:11:06.717Z,91,extreme,59,elevated
2026-07-20T23:16:06.483Z,91,extreme,59,elevated
2026-07-20T23:21:05.025Z,91,extreme,59,elevated
2026-07-20T23:26:04.149Z,91,extreme,59,elevated
2026-07-20T23:31:03.195Z,91,extreme,59,elevated
2026-07-20T23:36:11.391Z,91,extreme,59,elevated
2026-07-20T23:41:10.067Z,91,extreme,59,elevated
2026-07-20T23:46:03.151Z,91,extreme,59,elevated
2026-07-20T23:51:04.115Z,91,extreme,59,elevated
2026-07-20T23:56:09.193Z,91,extreme,59,elevated
2026-07-21T00:01:03.158Z,91,extreme,59,elevated
2026-07-21T00:06:04.776Z,91,extreme,59,elevated
2026-07-21T00:11:03.973Z,91,extreme,59,elevated
2026-07-21T00:16:08.513Z,91,extreme,59,elevated
2026-07-21T00:21:05.140Z,91,extreme,59,elevated
2026-07-21T00:26:03.636Z,91,extreme,59,elevated
2026-07-21T00:31:03.618Z,91,extreme,59,elevated
2026-07-21T00:36:12.035Z,91,extreme,59,elevated
2026-07-21T00:41:05.294Z,91,extreme,59,elevated
2026-07-21T00:46:04.710Z,91,extreme,59,elevated
2026-07-21T00:51:07.276Z,91,extreme,59,elevated
2026-07-21T00:56:03.723Z,91,extreme,59,elevated
2026-07-21T01:01:03.355Z,91,extreme,59,elevated
2026-07-21T01:06:03.707Z,91,extreme,59,elevated
2026-07-21T01:11:14.517Z,91,extreme,59,elevated
2026-07-21T01:16:08.225Z,91,extreme,59,elevated
2026-07-21T01:21:10.855Z,91,extreme,59,elevated
2026-07-21T01:26:03.266Z,91,extreme,59,elevated
2026-07-21T01:31:04.460Z,91,extreme,59,elevated
2026-07-21T01:36:05.158Z,91,extreme,59,elevated
2026-07-21T01:41:05.636Z,91,extreme,59,elevated
2026-07-21T01:46:03.876Z,91,extreme,59,elevated
2026-07-21T01:51:05.007Z,91,extreme,59,elevated
2026-07-21T01:56:07.393Z,91,extreme,59,elevated
2026-07-21T02:01:04.448Z,91,extreme,59,elevated
2026-07-21T02:06:04.071Z,91,extreme,59,elevated
2026-07-21T02:11:03.155Z,91,extreme,59,elevated
2026-07-21T02:16:07.610Z,91,extreme,59,elevated
2026-07-21T02:21:04.683Z,91,extreme,59,elevated
2026-07-21T02:26:08.152Z,91,extreme,59,elevated
2026-07-21T02:31:13.228Z,91,extreme,59,elevated
2026-07-21T02:36:09.367Z,91,extreme,59,elevated
2026-07-21T02:41:03.943Z,91,extreme,59,elevated
2026-07-21T02:46:03.181Z,91,extreme,59,elevated
2026-07-21T02:51:05.505Z,91,extreme,59,elevated
2026-07-21T02:56:07.306Z,91,extreme,59,elevated
2026-07-21T03:01:03.982Z,91,extreme,59,elevated
2026-07-21T03:06:07.231Z,91,extreme,59,elevated
2026-07-21T03:11:14.034Z,91,extreme,59,elevated
2026-07-21T03:16:07.605Z,91,extreme,59,elevated
2026-07-21T03:21:05.016Z,91,extreme,59,elevated
2026-07-21T03:26:04.304Z,91,extreme,59,elevated
2026-07-21T03:31:04.743Z,91,extreme,59,elevated
2026-07-21T03:36:04.176Z,91,extreme,59,elevated
2026-07-21T03:41:08.712Z,91,extreme,59,elevated
2026-07-21T03:46:08.528Z,91,extreme,59,elevated
2026-07-21T03:51:05.595Z,91,extreme,59,elevated
2026-07-21T03:56:08.035Z,91,extreme,59,elevated
2026-07-21T04:01:03.265Z,91,extreme,59,elevated
2026-07-21T04:06:08.197Z,91,extreme,59,elevated
2026-07-21T04:11:14.890Z,91,extreme,59,elevated
2026-07-21T04:16:05.005Z,91,extreme,59,elevated
2026-07-21T04:21:10.755Z,91,extreme,59,elevated
2026-07-21T04:26:05.048Z,91,extreme,59,elevated
2026-07-21T04:31:04.487Z,91,extreme,59,elevated
2026-07-21T04:36:05.928Z,91,extreme,59,elevated
2026-07-21T04:41:07.212Z,91,extreme,59,elevated
2026-07-21T04:46:05.085Z,91,extreme,59,elevated
2026-07-21T04:51:11.856Z,91,extreme,59,elevated
2026-07-21T04:56:09.602Z,91,extreme,59,elevated
2026-07-21T05:01:03.206Z,91,extreme,59,elevated
2026-07-21T05:06:12.964Z,91,extreme,59,elevated
2026-07-21T05:11:16.501Z,91,extreme,59,elevated
2026-07-21T05:16:08.461Z,91,extreme,59,elevated
2026-07-21T05:21:03.855Z,91,extreme,59,elevated
2026-07-21T05:26:03.867Z,91,extreme,59,elevated
2026-07-21T05:31:07.400Z,91,extreme,59,elevated
2026-07-21T05:36:08.411Z,91,extreme,59,elevated
2026-07-21T05:41:12.324Z,91,extreme,59,elevated
2026-07-21T05:46:04.795Z,91,extreme,59,elevated
2026-07-21T05:51:08.938Z,91,extreme,59,elevated
2026-07-21T05:56:06.398Z,91,extreme,59,elevated
2026-07-21T06:01:04.942Z,91,extreme,59,elevated
2026-07-21T06:06:15.109Z,91,extreme,59,elevated
2026-07-21T06:11:09.815Z,91,extreme,59,elevated
2026-07-21T06:16:06.190Z,91,extreme,59,elevated
2026-07-21T06:21:13.562Z,91,extreme,59,elevated
2026-07-21T06:26:11.498Z,91,extreme,59,elevated
2026-07-21T06:31:09.225Z,91,extreme,59,elevated
2026-07-21T06:36:09.758Z,91,extreme,59,elevated
2026-07-21T06:41:05.250Z,91,extreme,59,elevated
2026-07-21T06:46:05.378Z,91,extreme,59,elevated
2026-07-21T06:51:16.312Z,91,extreme,59,elevated
2026-07-21T06:56:06.816Z,91,extreme,59,elevated
2026-07-21T07:01:07.114Z,91,extreme,59,elevated
2026-07-21T07:06:14.981Z,91,extreme,59,elevated
2026-07-21T07:11:05.197Z,91,extreme,59,elevated
2026-07-21T07:16:07.987Z,91,extreme,59,elevated
2026-07-21T07:21:09.847Z,91,extreme,59,elevated
2026-07-21T07:26:15.144Z,91,extreme,59,elevated
2026-07-21T07:31:07.592Z,91,extreme,59,elevated
2026-07-21T07:36:14.550Z,91,extreme,59,elevated
2026-07-21T07:41:11.189Z,91,extreme,59,elevated
2026-07-21T07:46:05.063Z,91,extreme,59,elevated
2026-07-21T07:51:05.213Z,91,extreme,59,elevated
2026-07-21T07:56:12.833Z,91,extreme,59,elevated
2026-07-21T08:01:04.252Z,91,extreme,59,elevated
2026-07-21T08:06:13.255Z,91,extreme,59,elevated
2026-07-21T08:11:17.181Z,91,extreme,59,elevated
2026-07-21T08:16:04.804Z,91,extreme,59,elevated
2026-07-21T08:21:05.519Z,91,extreme,59,elevated
2026-07-21T08:26:13.458Z,91,extreme,59,elevated
2026-07-21T08:31:05.689Z,91,extreme,59,elevated
2026-07-21T08:36:04.188Z,91,extreme,59,elevated
2026-07-21T08:41:12.827Z,91,extreme,59,elevated
2026-07-21T08:46:16.503Z,91,extreme,59,elevated
2026-07-21T08:51:04.358Z,91,extreme,59,elevated
2026-07-21T08:56:04.309Z,91,extreme,59,elevated
2026-07-21T09:01:03.075Z,91,extreme,59,elevated
2026-07-21T09:06:04.816Z,91,extreme,59,elevated
2026-07-21T09:11:03.852Z,91,extreme,59,elevated
2026-07-21T09:16:03.297Z,91,extreme,59,elevated
2026-07-21T09:21:03.767Z,91,extreme,59,elevated
2026-07-21T09:26:03.282Z,91,extreme,59,elevated
2026-07-21T09:31:03.238Z,91,extreme,59,elevated
2026-07-21T09:36:03.103Z,91,extreme,59,elevated
2026-07-21T09:41:03.218Z,91,extreme,59,elevated
2026-07-21T09:46:04.468Z,91,extreme,59,elevated
2026-07-21T09:51:03.146Z,91,extreme,59,elevated
2026-07-21T09:56:03.384Z,91,extreme,59,elevated
2026-07-21T10:01:23.906Z,91,extreme,59,elevated
2026-07-21T10:06:07.443Z,91,extreme,59,elevated
2026-07-21T10:11:03.733Z,91,extreme,59,elevated
2026-07-21T10:16:10.969Z,91,extreme,59,elevated
2026-07-21T10:21:10.379Z,91,extreme,59,elevated
2026-07-21T10:26:05.072Z,91,extreme,59,elevated
2026-07-21T10:31:05.691Z,91,extreme,59,elevated
2026-07-21T10:36:10.944Z,91,extreme,59,elevated
2026-07-21T10:41:03.241Z,91,extreme,59,elevated
2026-07-21T10:46:04.956Z,91,extreme,59,elevated
2026-07-21T10:51:16.338Z,91,extreme,59,elevated
2026-07-21T10:56:05.734Z,91,extreme,59,elevated
2026-07-21T11:01:11.691Z,91,extreme,59,elevated
2026-07-21T11:06:09.857Z,91,extreme,59,elevated
2026-07-21T11:11:05.773Z,91,extreme,59,elevated
2026-07-21T11:16:06.312Z,91,extreme,59,elevated
2026-07-21T11:21:11.705Z,91,extreme,59,elevated
2026-07-21T11:26:08.179Z,91,extreme,59,elevated
2026-07-21T11:31:08.867Z,91,extreme,59,elevated
2026-07-21T11:36:03.512Z,91,extreme,59,elevated
2026-07-21T11:41:14.033Z,91,extreme,59,elevated
2026-07-21T11:46:05.404Z,91,extreme,59,elevated
2026-07-21T11:51:07.934Z,91,extreme,59,elevated
2026-07-21T11:56:06.317Z,91,extreme,59,elevated
2026-07-21T12:01:04.218Z,91,extreme,59,elevated
2026-07-21T12:06:10.084Z,91,extreme,59,elevated
2026-07-21T12:11:10.734Z,91,extreme,59,elevated
2026-07-21T12:16:12.214Z,91,extreme,59,elevated
2026-07-21T12:21:05.480Z,91,extreme,59,elevated
2026-07-21T12:26:03.197Z,91,extreme,59,elevated
2026-07-21T12:31:06.003Z,91,extreme,59,elevated
2026-07-21T12:36:04.671Z,91,extreme,59,elevated
2026-07-21T12:41:05.627Z,91,extreme,59,elevated
2026-07-21T12:46:09.847Z,91,extreme,59,elevated
2026-07-21T12:51:12.743Z,91,extreme,59,elevated
2026-07-21T12:56:03.511Z,91,extreme,59,elevated
2026-07-21T13:01:04.117Z,91,extreme,59,elevated
2026-07-21T13:06:11.200Z,91,extreme,59,elevated
2026-07-21T13:11:06.314Z,91,extreme,59,elevated
2026-07-21T13:16:12.925Z,91,extreme,59,elevated
2026-07-21T13:21:06.790Z,91,extreme,59,elevated
2026-07-21T13:26:13.458Z,91,extreme,59,elevated
2026-07-21T13:31:07.767Z,91,extreme,59,elevated
2026-07-21T13:36:06.286Z,91,extreme,59,elevated
2026-07-21T13:41:09.166Z,91,extreme,59,elevated
2026-07-21T13:46:05.968Z,91,extreme,59,elevated
2026-07-21T13:51:05.383Z,92,extreme,59,elevated
2026-07-21T13:56:15.420Z,92,extreme,59,elevated
2026-07-21T14:01:03.804Z,92,extreme,59,elevated
2026-07-21T14:06:06.848Z,91,extreme,59,elevated
2026-07-21T14:11:04.341Z,91,extreme,59,elevated
2026-07-21T14:16:05.951Z,91,extreme,59,elevated
2026-07-21T14:21:05.587Z,91,extreme,59,elevated
2026-07-21T14:26:14.565Z,91,extreme,59,elevated
2026-07-21T14:31:04.240Z,91,extreme,59,elevated
2026-07-21T14:36:05.088Z,91,extreme,59,elevated
2026-07-21T14:41:04.400Z,91,extreme,59,elevated
2026-07-21T14:46:07.975Z,91,extreme,59,elevated
2026-07-21T14:51:05.559Z,91,extreme,59,elevated
2026-07-21T14:56:04.985Z,91,extreme,59,elevated
2026-07-21T15:01:03.196Z,91,extreme,59,elevated
2026-07-21T15:06:04.602Z,91,extreme,59,elevated
2026-07-21T15:11:04.697Z,91,extreme,59,elevated
2026-07-21T15:16:07.923Z,91,extreme,59,elevated
2026-07-21T15:21:05.491Z,91,extreme,59,elevated
2026-07-21T15:26:05.486Z,91,extreme,59,elevated
2026-07-21T15:31:05.864Z,91,extreme,59,elevated
2026-07-21T15:36:27.063Z,91,extreme,59,elevated
2026-07-21T15:41:05.343Z,91,extreme,59,elevated
2026-07-21T15:46:11.883Z,91,extreme,59,elevated
2026-07-21T15:51:04.393Z,91,extreme,59,elevated
2026-07-21T15:56:12.722Z,91,extreme,59,elevated
2026-07-21T16:01:04.700Z,91,extreme,59,elevated
2026-07-21T16:06:10.876Z,91,extreme,59,elevated
2026-07-21T16:11:11.450Z,91,extreme,59,elevated
2026-07-21T16:16:09.311Z,91,extreme,59,elevated
2026-07-21T16:21:09.250Z,91,extreme,59,elevated
2026-07-21T16:26:08.797Z,91,extreme,59,elevated
2026-07-21T16:31:04.005Z,91,extreme,59,elevated
2026-07-21T16:36:09.157Z,91,extreme,59,elevated
2026-07-21T16:41:04.199Z,91,extreme,59,elevated
2026-07-21T16:46:06.268Z,91,extreme,59,elevated
2026-07-21T16:51:09.961Z,91,extreme,59,elevated
2026-07-21T16:56:05.507Z,91,extreme,59,elevated
2026-07-21T17:01:04.967Z,91,extreme,59,elevated
2026-07-21T17:06:05.980Z,91,extreme,59,elevated
2026-07-21T17:11:13.738Z,91,extreme,59,elevated
2026-07-21T17:16:08.110Z,91,extreme,59,elevated
2026-07-21T17:21:08.171Z,91,extreme,59,elevated
2026-07-21T17:26:04.597Z,91,extreme,59,elevated
2026-07-21T17:31:08.886Z,91,extreme,59,elevated
2026-07-21T17:36:14.950Z,91,extreme,58,elevated
2026-07-21T17:41:04.705Z,91,extreme,58,elevated
2026-07-21T17:46:11.448Z,91,extreme,58,elevated
2026-07-21T17:51:17.021Z,91,extreme,58,elevated
2026-07-21T17:56:17.135Z,91,extreme,58,elevated
2026-07-21T18:01:05.603Z,91,extreme,58,elevated
2026-07-21T18:06:15.837Z,91,extreme,58,elevated
2026-07-21T18:11:15.301Z,91,extreme,58,elevated
2026-07-21T18:16:04.908Z,91,extreme,58,elevated
2026-07-21T18:21:04.902Z,91,extreme,58,elevated
2026-07-21T18:26:06.647Z,91,extreme,58,elevated
2026-07-21T18:31:04.965Z,91,extreme,58,elevated
2026-07-21T18:36:05.824Z,91,extreme,58,elevated
2026-07-21T18:41:03.975Z,91,extreme,58,elevated
2026-07-21T18:46:06.463Z,91,extreme,58,elevated
2026-07-21T18:51:04.852Z,91,extreme,58,elevated
2026-07-21T18:56:07.901Z,91,extreme,58,elevated
2026-07-21T19:01:03.970Z,91,extreme,58,elevated
2026-07-21T19:06:10.999Z,91,extreme,58,elevated
2026-07-21T19:11:10.949Z,91,extreme,58,elevated
2026-07-21T19:16:10.546Z,91,extreme,58,elevated
2026-07-21T19:21:09.717Z,91,extreme,58,elevated
2026-07-21T19:26:05.646Z,91,extreme,58,elevated
2026-07-21T19:31:05.395Z,91,extreme,58,elevated
2026-07-21T19:36:06.068Z,91,extreme,58,elevated
2026-07-21T19:41:04.899Z,91,extreme,58,elevated
2026-07-21T19:46:09.046Z,91,extreme,58,elevated
2026-07-21T19:51:10.275Z,91,extreme,58,elevated
2026-07-21T19:56:05.917Z,91,extreme,58,elevated
2026-07-21T20:01:10.127Z,91,extreme,58,elevated
2026-07-21T20:06:06.318Z,91,extreme,58,elevated
2026-07-21T20:11:03.853Z,91,extreme,58,elevated
2026-07-21T20:16:04.613Z,91,extreme,58,elevated
2026-07-21T20:21:06.040Z,91,extreme,58,elevated
2026-07-21T20:26:09.236Z,91,extreme,58,elevated
2026-07-21T20:31:05.463Z,91,extreme,58,elevated
2026-07-21T20:36:05.462Z,91,extreme,58,elevated
2026-07-21T20:41:07.962Z,91,extreme,58,elevated
2026-07-21T20:46:13.701Z,91,extreme,58,elevated
2026-07-21T20:51:09.120Z,91,extreme,58,elevated
2026-07-21T20:56:12.445Z,91,extreme,58,elevated
2026-07-21T21:01:04.116Z,91,extreme,58,elevated
2026-07-21T21:06:04.243Z,91,extreme,58,elevated
2026-07-21T21:11:03.993Z,91,extreme,58,elevated
2026-07-21T21:16:11.803Z,91,extreme,58,elevated
2026-07-21T21:21:04.372Z,91,extreme,58,elevated
2026-07-21T21:26:04.116Z,91,extreme,58,elevated
2026-07-21T21:31:05.873Z,91,extreme,58,elevated
2026-07-21T21:36:10.072Z,91,extreme,58,elevated
2026-07-21T21:41:07.645Z,91,extreme,58,elevated
2026-07-21T21:46:05.462Z,91,extreme,58,elevated
2026-07-21T21:51:09.244Z,91,extreme,58,elevated
2026-07-21T21:56:12.283Z,91,extreme,58,elevated
2026-07-21T22:01:04.806Z,91,extreme,58,elevated
2026-07-21T22:06:07.302Z,91,extreme,58,elevated
2026-07-21T22:11:07.132Z,91,extreme,58,elevated
2026-07-21T22:16:07.661Z,91,extreme,58,elevated
2026-07-21T22:21:16.289Z,91,extreme,58,elevated
2026-07-21T22:26:12.346Z,91,extreme,58,elevated
2026-07-21T22:31:11.063Z,91,extreme,58,elevated
2026-07-21T22:36:04.918Z,91,extreme,58,elevated
2026-07-21T22:41:10.061Z,91,extreme,58,elevated
2026-07-21T22:46:07.774Z,91,extreme,58,elevated
2026-07-21T22:51:09.876Z,91,extreme,58,elevated
2026-07-21T22:56:05.927Z,91,extreme,58,elevated
2026-07-21T23:01:03.933Z,91,extreme,58,elevated
2026-07-21T23:06:05.992Z,91,extreme,58,elevated
2026-07-21T23:11:05.400Z,91,extreme,58,elevated
2026-07-21T23:16:05.695Z,91,extreme,58,elevated
2026-07-21T23:21:09.504Z,91,extreme,58,elevated
2026-07-21T23:26:07.513Z,91,extreme,58,elevated
2026-07-21T23:31:04.044Z,91,extreme,58,elevated
