as_of,days_since_closure,verdict_status,verdict_short,ais_status,brent_usd,wti_usd,brent_change_24h_pct,insurance_multiple,transits_count,transits_baseline,transits_throughput_pct,transits_basis,transits_cadence,transits_source,transits_asof_date,transits_asof_age_days,transits_stale,ships_transiting,ships_anchored,ships_stopped,ships_stranded,ais_dark_tankers,ais_dark_baseline_7d,ais_dark_vessels_tracked,sanctioned_in_window,jwc_circular_date,jwc_arabian_gulf_mentioned,carriers_total,carriers_suspended,carriers_rerouting,tehran_toman_per_usd,tehran_rial_delta_day_pct,tehran_rial_delta_7d_pct,events_recent_count,data_oil_source,data_ships_source,data_events_source,ships_basis,carriers_hormuz_stopped
2026-09-25T14:34:05.883Z,208,closed,Effectively no,restricted,105.46,93.37,-0.09,40,1,85,1,portwatch,daily,IMF PortWatch,2026-09-20,5,false,176,1399,0,1399,48,54.5,8165,62,2026-07-29,true,9,0,8,233025,-0.5123278898495036,2.9830957905203843,51,live,live,live,tiled12-active30m,4
